author,url,text,section,title,sub_title,date
"Por Mayara Paixão, no ",https://www.brasil247.com/pt/247/cultura/388633/Como-Florestan-Fernandes-ajuda-a-entender-as-contradi%C3%A7%C3%B5es-do-capitalismo-hoje.htm,"
, Os alunos que viam o professor Florestan Fernandes (1920 - 1995) entrar em sala de aula com avental branco, como um cientista, durante a década de 1960, na Universidade de São Paulo (USP), talvez não imaginassem a importância que o intelectual teria no país, mesmo duas décadas e meia após sua morte.,Sociólogo e deputado federal por duas vezes pelo Partido dos Trabalhadores (PT), o multifacetado professor Florestan permanece atual e inspirando muitas pessoas. Tamanha a importância de suas formulações sociológicas à época da ditadura civil-militar, que o regime o exilou no ano de 1969. Quando retorna, ele participa ativamente de marcos da história brasileira, como a Assembleia Nacional Constituinte, que formulou a Constituição Cidadã (1988).,Florestan é um dos principais intelectuais referenciados pela sociologia brasileira, e formulou importantes contribuições sobre o desenvolvimento do sistema capitalista no Brasil e a construção do Estado, após o restabelecimento da democracia.,O projeto Clube do Livro, da editora e livraria Expressão Popular, lançou dois títulos do renomado professor brasileiro em março: Apontamentos sobre a ""Teoria do autoritarismo"" e Reflexões sobre a construção de um instrumento político.,O Brasil de Fato conversou com Renata Couto Moreira, professora da Universidade Federal do Espírito Santo (UFES) e membro do Setor de Formação do Movimento dos Trabalhadores Rurais Sem Terra (MST), para entender as obras., É importante trazer o contexto em que Florestan estava escrevendo as notas sobre o autoritarismo no curso em que ele dá na USP, em 1978, depois de um momento de exílio e dentro do governo da ditadura civil-militar. É nesse contexto que está posto todo o debate do autoritarismo e que vai propiciar a demanda dos estudantes da universidade por um curso sobre uma teorização do autoritarismo. E ele vai se debruçar sobre todo esse debate posto à época, e acho que no hoje.,Florestan começa fazendo uma crítica do uso desse termo do autoritarismo como bastante ambíguo e como isso fazia com que se criasse uma confusão em torno do que se vivenciava na época. Momento do pós Segunda Guerra Mundial, um contexto de Guerra Fria, onde há experiências socialistas, principalmente da União Soviética, e ditaduras militares de governos fascistas estabelecidas na América Latina.,Para ele, o autoritarismo tem uma ideia geral, e cabe tudo nele, desde uma versão de relações autoritárias de poder, até mesmo a sua versão mais tirânica e fascista, que Florestan associa ao poder e ao despotismo burguês, que estava posto nos golpes das ditaduras.,Essa diferenciação é importante. O uso do termo na época, tentando misturar como se tivesse sido a mesma coisa que houve nos dois regimes [URSS e ditaduras latino-americanas] era justamente uma forma de justificar e aprofundar a caça ao comunismo e aos movimentos socialistas que estavam postos.,Florestan é um professor que já se coloca como cientista e político socialista e vai desenvolvendo uma leitura da essência do que estava ocorrendo. Ele mostra a estrutura do fascismo relacionada à forma como o Estado se desenvolve e assume no capitalismo dependente da América Latina e, em particular, do Brasil.,Ele vai trabalhar exaustivamente na sua obra prima publicada em 1975, A revolução burguesa no Brasil, em que associa o Estado Democrático Burguês com elementos fascistas de governo e de manifestação do poder burguês. No capitalismo dependente, esse Estado terá suas especificidades e é o que Florestan caracteriza enquanto um estado autocrático burguês da periferia dependente do capitalismo.,Temos bastante elementos que, quando lemos Florestan, parece que ele está falando do que estamos vivendo hoje. Mesmo hoje, com outras roupagens, dá para perceber que muito dessa análise estrutural que ele faz, ainda é determinante no capitalismo contemporâneo que vivemos.,Não tem nenhuma receita pronta. Na verdade são elementos que buscamos, em torno de leis gerais, para visualizar o sistema que vivemos e entender a nossa funcionalidade na reprodução dele.,Na época em que Florestan estava escrevendo, vivíamos ainda o capitalismo monopolista, em que havia uma reconfiguração a partir das crises, como a dos anos 1930, que desemboca na Segunda Guerra Mundial. Houve uma reconfiguração do seu padrão de acumulação de riqueza, concentração e centralização de capital.,Hoje, depois dessa nova crise que está posta dos anos 1970, os anos perdidos de 1980 e essa nova reconfiguração neoliberal dos anos 1990, vem todo um questionamento de como se estrutura o padrão de dominação do capitalismo atual, em que se vê uma dominância da esfera financeira e dos capitais fictícios em relação a um capital produtivo. Isso aprofunda a própria contradição e base de existência do capitalismo, à medida que envolve cada vez menos trabalho vivo no seu processo de produção e expropria cada vez mais os trabalhadores e os recursos naturais.,Trazer essa análise e as perguntas que Florestan se fez para o hoje é muito importante nesse diálogo. As perguntas são muito vivas. Ele se pergunta 'Qual a capacidade de resistência e flexibilidade do capitalismo?'. Já teve todo esse processo e estamos ainda perante essa nova crise que desemboca em 2008, com o estouro da bolha e se manifesta rapidamente em todo lado desse capitalismo, agora globalizado.,Mas Florestan também, desde aquela época, chama atenção ao que se aprofunda muito nos dias de hoje sobre o capital estrangeiro. São grandes oligopólios multinacionais sobre as economias e como isso vai reconfigurando e desconfigurando esse poder burguês, o Estado e a noção de democracia, que vai se reconfigurando nos governos e golpes que vemos hoje. Na América Latina e no Brasil, particularmente, há governos extremamente autoritários e conservadores, mas com roupagem de democracia e com uma política econômica ultraliberal.,Os desafios que nós temos já estavam postos e muitos desses elementos que o autor se propõe a discutir de forma sistemática no seu tempo são bastante atuais e necessários ao nosso. Eles acrescentam contribuições bastante valorosas para a gente entender os nossos dilemas de hoje — de onde viemos, como e porquê — e os desafios que estão postos nesse processo de alienação do capital e, por outro lado, a capacidade do movimento socialista de aprofundar a sua leitura sistemática da realidade.",cultura,"
Como Florestan Fernandes ajuda a entender as contradições do capitalismo hoje
","Florestan é um dos principais intelectuais referenciados pela sociologia brasileira, e formulou importantes contribuições sobre o desenvolvimento do sistema capitalista no Brasil e a construção do Estado, após o restabelecimento da democracia",30/03/2019 06:24:00
247,https://www.brasil247.com/pt/247/cultura/388641/Projeto-Guri-demitir%C3%A1-650-pessoas-e-pode-fechar-31-mil-vagas.htm,"
, - Mais da metade dos educadores, músicos e coordenadores de polos do Projeto Guri, um dos maiores programas socioculturais do país, começaram a receber nesta sexta (29) aviso prévio de que devem ser demitidos no mês que vem. Eles ensinam música para crianças carentes em todo o estado de São Paulo. Foram 650 avisos, de um total de 1.500 pessoas empregadas no projeto. A informação é da ,. ,O governo de João Doria cortou o orçamento da Secretaria da Cultura e Economia Criativa em 23%, num total de R$ 148 milhões. Se a medida não for revertida, o projeto terá que fechar 31 mil de um total de 50 mil vagas hoje abertas. Ao todo, 171 teriam as atividades encerradas de 335 polos em funcionamento.,Em nota, a pasta diz que “as metas são minimizar as consequências e buscar mais eficiência e mais eficácia. Estamos fazendo reuniões individuais com cada uma das 18 organizações sociais, incluindo as gestoras do Projeto Guri, para definir as prioridades e os ajustes necessários. Trata-se de um imperativo da realidade orçamentária do estado”.",cultura,"
Projeto Guri demitirá 650 pessoas e pode fechar 31 mil vagas
"," Mais da metade dos educadores, músicos e coordenadores de polos do Projeto Guri, um dos maiores programas socioculturais do país, começaram a receber nesta sexta (29) aviso prévio de que devem ser demitidos no mês que vem; eles ensinam música para crianças carentes em todo o estado de São Paulo. Foram 650 avisos, de um total de 1.500 pessoas empregadas no projeto",30/03/2019 08:35:00
247 - ,https://www.brasil247.com/pt/247/cultura/388653/Movimento-Paula-Lavigne-inaugura-campanha-contra-celebra%C3%A7%C3%A3o-de-golpe-de-64.htm,"
,A atriz e produtora Paula Lavigne abriu ofensiva contra o presidente Jair Bolsonaro. OP movimento 342 Artes, liderado por ela, vai inaugurar neste domingo (31) uma campanha para criticar a inciativa do governo de comemorar o golpe militar de 1964 pelo país. A informação é da ,. ,O 342 vai distribuir pelas ruas de São Paulo e Rio de Janeiro cartazes com textos como ""Ditadura nunca mais"" e ""64 nunca +"".",cultura,"
Movimento Paula Lavigne inaugura campanha contra celebração de golpe de 64
","A atriz e produtora Paula Lavigne abriu ofensiva contra o presidente Jair Bolsonaro; o movimento 342 Artes, liderado por ela, vai inaugurar neste domingo (31) uma campanha para criticar a inciativa do governo de comemorar o golpe militar de 1964 pelo país",30/03/2019 09:32:00
,https://www.brasil247.com/pt/247/cultura/388512/Safatle-se-o-Brasil-fosse-uma-democracia-Bolsonaro-cairia.htm,"
 ",cultura,"
Safatle: se o Brasil fosse uma democracia, Bolsonaro cairia
","""Em uma democracia, governantes que conclamam a população a festejar uma ditadura de assassinos, de corruptos e de torturadores que tomou o seu próprio país por 20 anos seriam objetos imediato de destituição. A democracia não aceita que o ocupante do lugar da Presidência atente tão abertamente contra ela, saudando aqueles que a destruíram"", diz o colunista Vladimir Safatle",29/03/2019 05:32:00
Revista Fórum -,https://www.brasil247.com/pt/247/cultura/388780/Caetano-Veloso-protesta-contra-ditadura-e-%C3%A9-ovacionado-na-Argentina.htm,"
, Durante seu show no Lollapalooza Argentina, em Buenos Aires, o cantor e compositor Caetano Veloso, fez manifestação de repúdio às menções a favor da ditadura e do golpe militar de 1964.,Ao final da apresentação, o artista estendeu dois cartazes com os dizeres ""Ditadura Nunca Mais"". O publicou aplaudiu e gritou palavras de ordem.",cultura,"
Caetano Veloso protesta contra ditadura e é ovacionado na Argentina
","Durante seu show no Lollapalooza Argentina, em Buenos Aires, o cantor e compositor Caetano Veloso, fez manifestação de repúdio às menções a favor da ditadura e do golpe militar de 1964; ao final da apresentação, o artista estendeu dois cartazes com os dizeres ""Ditadura Nunca Mais"". O publicou aplaudiu e gritou palavras de ordem; assista ",31/03/2019 22:02:00
Do ,https://www.brasil247.com/pt/247/cultura/388493/Nana-Caymmi-defende-Bolsonaro-e-ataca-Chico-Gil-e-Caetano.htm,"
, Em entrevista à Folha, Nana Caymmi defendeu Jair Bolsonaro e atacou seus colegas de música Chico Buarque, Gilberto Gil e Caetano Veloso. Nana confessa ter votado em Bolsonaro no segundo turno. ""É injusto não dar a esse homem um crédito de confiança. Um homem que estava fodido, esfaqueado, correndo pra fazer um ministério, sem noção da mutreta toda... Só de tirar PMDB e PT já é uma garantia de que a vida vai melhorar. Agora vêm dizer que os militares vão tomar conta? Isso é conversa de comunista. Gil, Caetano, Chico Buarque. Tudo chupador de pau de Lula. Então, vão pro Paraná fazer companhia a ele. Eu não me importo."",Em outro momento da entrevista, diz que Gilberto Gil ""adora aparecer"". ""Gil é maluco, adora aparecer. Se pudesse, dormia no palco. E ele tá cansado. Chega, está cantando há séculos e aos gritos. Eu falei: 'Gil, não grita', 'Gil, não grita'. Mas conselho não se dá. Por que Caetano tem a voz que tem, a mesma desde que nasceu entre as pernas de dona Canô? Não há possibilidade de ele dar um grito. Só dá grito quando ele tá furioso com a Paula [Lavigne] ou se é pra falar de jornalista.""",cultura,"
Nana Caymmi defende Bolsonaro e ataca Chico, Gil e Caetano
","Em entrevista à Folha, Nana Caymmi defendeu Jair Bolsonaro e atacou seus colegas de música Chico Buarque, Gilberto Gil e Caetano Veloso. Nana confessa ter votado em Bolsonaro no segundo turno; ""Só de tirar PMDB e PT já é uma garantia de que a vida vai melhorar. Agora vêm dizer que os militares vão tomar conta? Isso é conversa de comunista. Gil, Caetano, Chico Buarque. Tudo chupador de pau de Lula. Então, vão pro Paraná fazer companhia a ele. Eu não me importo""",28/03/2019 20:22:00
247 -,https://www.brasil247.com/pt/247/cultura/388211/Gil-critica-celebra%C3%A7%C3%A3o-ao-golpe-de-64-ao-relembrar-censura-%C3%A0-m%C3%BAsica-'C%C3%A1lice'.htm,"
, O cantor e compositor Gilberto Gil publicou em sua página nas redes sociais a imagem do documento que revela a censura imposta pelo regime na música ""Cálice"", composta por ele e por Chico Buarque.,Com a hashtag ""DitaduraNuncaMais"", Gil lembrou da ação dos órgãos de repressão da ditadura, em uma clara crítica à orientação do governo Jair Bolsonaro aos quartéis para que fizessem atos em comemoração do golpe de 1964.,A música foi proibida de ser gravada e cantada em 1973. Gil desafiou a censura e cantou a música em um show para os estudantes, na Politécnica, em homenagem ao estudante de geologia da USP Alexandre Vanucchi Leme (o Minhoca), morto pelo regime.,Posteriormente, durante o show ""Phono 73"", festival promovido pela Polygram, Chico Buarque e Gilberto Gil tiveram os microfones desligados quando iriam cantar ""Cálice"", por decisão da própria produção do show, que não quis criar problemas com a ditadura.,A canção emblemática retrata o silenciamento imposto pelo regime, os desaparecimentos, torturas e mortes ocorridas durante os anos de chumbo no Brasil., ",cultura,"
Gil critica celebração ao golpe de 64 ao relembrar censura à música 'Cálice'
","Com a hashtag ""DitaduraNuncaMais"", Gil lembrou da ação dos órgãos de repressão da ditadura, em uma clara crítica à orientação do governo Jair Bolsonaro aos quartéis para que fizessem atos em comemoração do golpe de 1964",26/03/2019 20:48:00
247 -,https://www.brasil247.com/pt/247/cultura/388627/Paulo-Coelho-relembra-tortura-que-sofreu-%C3%A9-isso-que-Bolsonaro-quer-comemorar.htm,"
, Em artigo publicado pelo jornal norte-americano Washington Post, o escrito Paulo Coelho criticou a decisão do presidente Jair Bolsonaro (PSL) em incentivar comemorações relacionadas ao Golpe de 64, que instaurou uma ditadura militar que durou 21 anos. Para isso, ele lembrou da perseguição e tortura que sofreu neste período.,O escritor relata que foi preso e teve o apartamento vasculhado. No DOPS, foi ouvido por um tenente e depois liberado, mas em seguida foi sequestrado e levado para um espaço onde foi torturado.,""Sou levado para a sala de torturas, com uma soleira. Tropeço na soleira porque não consigo ver nada: peço que não me empurrem, mas recebo um soco pelas costas e caio. Mandam que tire a roupa. Começa o interrogatório com perguntas que não sei responder. Pedem para que delate gente de quem nunca ouvi falar. Dizem que não quero cooperar, jogam água no chão e colocam algo no meus pés, e posso ver por debaixo do capuz que é uma máquina com eletrodos que são fixados nos meus genitais"", conta Paulo no artigo.,Ele conta que passou por outras sessões de tortura e que foi colocado em uma solitária, até ser finalmente solto. No período seguinte, as pessoas o evitaram por conta da prisão.,""Decadas depois, os arquivos da ditadura são abertos e meu biógrafo consegue todo o material. Pergunto por que fui preso: uma denúncia, ele diz. Quer saber quem o denunciou? Não quero. Não vai mudar o passado. E são essas décadas de chumbo que o Presidente Jair Bolsonaro – depois de mencionar no Congresso um dos piores torturadores como seu ídolo – quer festejar nesse dia 31 de março"", finaliza o escritor.,Leia o artigo completo ,.",cultura,"
Paulo Coelho relembra tortura que sofreu: é isso que Bolsonaro quer comemorar?
","""Decadas depois, os arquivos da ditadura são abertos e meu biógrafo consegue todo o material. Pergunto por que fui preso: uma denúncia, ele diz. Quer saber quem o denunciou? Não quero. Não vai mudar o passado. E são essas décadas de chumbo que o Presidente Jair Bolsonaro – depois de mencionar no Congresso um dos piores torturadores como seu ídolo – quer festejar nesse dia 31 de março"", relatou o escritor Paulo Coelho em artigo ao jornal Washington Post",29/03/2019 21:04:00
,https://www.brasil247.com/pt/247/cultura/388635/Manifesto-de-intelectuais-repudia-tentativa-de-celebrar-golpe.htm,"
",cultura,"
Manifesto de intelectuais repudia tentativa de celebrar golpe
","“Sob nenhuma legislação nacional ou internacional é lícito ou aceitável que se festeje o marco inicial de um regime caracterizado pela repressão e eliminação de opositores políticos, pela tortura, pelos desaparecimentos forçados e pela morte perpetrada por agentes do Estado”, afirma a nota. A lista de assinaturas é encabeçada pelo detentor do prêmio Nobel da Paz em 1980, o argentino Adolfo Pérez Esquivel, que indicou o ex-presidente Luiz Inácio Lula da Silva para concorrer ao mesmo prêmio neste ano. A lista também traz os nomes do músico e compositor Chico Buarque e do dramaturgo José Celso Martinez Corrêa",30/03/2019 06:44:00
247,https://www.brasil247.com/pt/247/cultura/388643/Regina-Duarte-%C3%A9-processada-em-SP-por-atraso-em-pagamento-de-IPTU.htm,"
, - A atriz Regina Duarte foi processada pela Prefeitura de Ilhabela, litoral norte do estado de São Paulo, por atraso no pagamento do IPTU. O total da fatura é de R$ 70 079,02, de acordo com informação do ,.,A artista já havia sido processada pelo mesmo motivo em 2014, mas o valor era de R$ 8 879,01.,Regina informou que se desfez da casa em 2015 e que ela não está mais em seu nome.",cultura,"
Regina Duarte é processada em SP por atraso em pagamento de IPTU
","A atriz Regina Duarte foi processada pela Prefeitura de Ilhabela, litoral norte do estado de São Paulo, por atraso no pagamento do IPTU; o total da fatura é de R$ 70 079,02; a artista já havia sido processada pelo mesmo motivo em 2014, mas o valor era de R$ 8 879,01",30/03/2019 08:39:00
247 -,https://www.brasil247.com/pt/247/brasil/389241/AGU-defende-anula%C3%A7%C3%A3o-de-acordo-e-diz-que-Lava-Jato-violou-a-Constitui%C3%A7%C3%A3o.htm,"
,A Advocacia Geral da União (AGU) apresentou parecer ao Supremo Tribunal Federal (STF) em que defende a anulação de acordo fechado para a criação de uma fundação para a Lava Jato gerir R$ 2,5 bilhões da Petrobrás. O acordo foi suspenso pelo STF atendendo pedido feito pela Procuradoria Geral da República, órgão de cúpula do MPF.,Para a AGU, os valores devem ser revertidos na integralidade à União, que foi vítima das irregularidades que ocorreram na Petrobras e descobertas na Operação Lava Jato.,A AGU afirma que os procuradores do Paraná não poderiam ter negociado o acordo com os EUA, pois competia a Controladoria Geral da União, pois é o órgão que representa o Estado.,""O ato sob invectiva fere a Constituição da República, pois desrespeita o princípio do juiz natural; a legalidade ínsita à atividade dos órgãos públicos; as regras constitucionais referentes às receitas e despesas públicas e o plexo de atribuições conferidas ao Ministério Público"", diz a AGU.,O parecer afirma ainda que uma fundação privada, nos moldes definidos no acordo, poderia tirar do Tribunal de Contas da União (TCU) a competência de fiscalizar a aplicação de valores., ",brasil,"
AGU defende anulação de acordo e diz que Lava Jato violou a Constituição
","Em parecer encaminhado ao STF, a Advocacia-geral da União (AGU) afirma que os procuradores da Lava Jato não poderiam ter negociado o acordo com os EUA para a criação de uma fundação para gerir R$ 2,5 bilhões da Petrobrás; o órgão considera que o ato ""fere a Constituição da República""",04/04/2019 20:06:00
247,https://www.brasil247.com/pt/247/brasil/389224/Bolsonaro-%C3%A9-ridicularizado-na-Alemanha-por-associar-nazismo-%C3%A0-esquerda.htm,"
, - Alguns dos partidos mais tradicionais da história da Alemanha pós-Hitler atacam o presidente Jair Bolsonaro pela declaração de que o nazismo foi um movimento de esquerda - o chefe do Planalto manifestou sua posição após visita ao museu do Holocausto, o Yad Vashem, em Israel, na terça-feira (2). As entrevistas desta matéria foram concedidas ao ,.,De acordo com a deputada do Partido Social-Democrata (SPD) Yasmin Fahimi, ""os nazistas também usaram o termo 'social' como uma máscara para seu real programa político"", disse Fahmi, que faz parte do Comitê de Relações Exteriores do Parlamento alemão"".,""O fato de Jair Bolsonaro estar usando a mesma estratégia de mentiras é uma ridicularização inaceitável das vítimas que foram mortas pelos nazistas. Durante a Alemanha Nazista, foram os sociais-democratas que foram presos e mortos, antes de mais nada"", continuou.,A parlamentar afirmou que os ""nazistas foram demagogos fascistas de extrema-direita. Durante esse período, a Alemanha foi uma ditadura fascista, desumana e de ideologia racista. A declaração de Bolsonaro deprecia a memória de todas as vítimas assassinadas pela violência dos nazistas"". ""O movimento de esquerda, pelo contrário, lutou pela liberdade e pela igualdade de todos. Isso é o oposto do fascismo"", acrescentou.,Heinz Bierbaum, chefe do Comitê Internacional do partido Die Linke, disse que ""Bolsonaro pode ser chamado de fascista"". ""Desprezando a democracia, as conquistas do Estado de Direito, ele ataca esquerda, LGBT, povos indígenas, afro-brasileiros, minorias e ativistas"", declarou. ""A esquerda de todo o mundo se levanta contra Bolsonaro e todo seu ódio"", afirmou. ""A história da Alemanha e o surgimento do Partido Nazista nos ensinam a resistir a ameaças do racismo e intolerância em sua origem"", criticou.,Segundo ele, a declaração de Bolsonaro sobre a origem do nazismo é ""uma completa distorção dos fatos históricos"". ""Sem qualquer dúvida, o nazismo é um movimento fascista. Eles não foram responsáveis apenas pela morte de 6 milhões de judeus, mas também de 20 mil membros de partidos de esquerda"", declarou. ""Mais de 3 milhões de prisioneiros soviéticos morreram nas prisões na Alemanha durante a guerra"", insistiu, lembrando que a ofensiva nazista no mundo e sua ideologia anticomunista deixou como resultado 65 milhões de mortos""., ",brasil,"
Bolsonaro é ridicularizado na Alemanha por associar nazismo à esquerda
","Alguns dos partidos mais tradicionais da história da Alemanha pós-Hitler atacam o presidente Jair Bolsonaro pela declaração de que o nazismo foi um movimento de esquerda; de acordo com a deputada do Partido Social-Democrata (SPD) Yasmin Fahimi, o chefe do Planalto usar ""a mesma estratégia de mentiras é uma ridicularização inaceitável das vítimas que foram mortas pelos nazistas""; Heinz Bierbaum, chefe do Comitê Internacional do partido Die Linke, disse que ""Bolsonaro pode ser chamado de fascista""; ""Desprezando a democracia, as conquistas do Estado de Direito, ele ataca esquerda, LGBT, povos indígenas, afro-brasileiros, minorias e ativistas""",04/04/2019 16:45:00
247 -,https://www.brasil247.com/pt/247/brasil/389236/Moro-tenta-'provar'-que-nova-conta-no-Twitter-%C3%A9-dele-mas-vira-piada.htm,"
, O ministro da Justiça e Segurança Pública, Sergio Moro, criou um perfil oficial no Twitter nesta quinta-feira (4). Mesmo com a conta verificada pela rede social, poucas horas depois, ele tentou provar que que o perfil era seu aos internautas.,Postando uma foto com um calendário na mão, datando o mês de abril de 2019, Moro escreveu: ""Provando que esse twitter é meu mesmo (o que é um pouco inusitado)"".,Pronto, a postagem virou piada e viralizou nas redes. ""Mas para provar, não seria o caso de usar um jornal do dia?"", escreveu Rodrigo Tacla Duran, ex-advogado da Odecrecht, que acusou Moro de receber valores indevidos através de um amigo para favorecer delatores da operação Lava Jato.,O humorista Marcelo Adnet imitou o ministro, postando uma foto com o calendário aberto em junho. ""Vim do futuro. Posso provar!"", ironizou.,O deputado federal e líder do PT na Câmara, Paulo Pimenta (RS), lembrou que ""não é pouco, é muito inusitado você provar alguma coisa"", em referência a condenação sem provas do ex-juiz no processo contra o ex-presidente Lula.,  ,Vim do futuro. Posso provar! ,não é pouco, é MUITO inusitado você PROVAR alguma coisa... 👀🌶️,Mas para provar, não seria o caso de usar um jornal do dia ? ",brasil,"
Moro tenta 'provar' que nova conta no Twitter é dele, mas vira piada
","Postando uma foto com um calendário na mão, datando o mês de abril de 2019, Moro escreveu: ""Provando que esse twitter é meu mesmo (o que é um pouco inusitado)""; o resultado foi um enxurrada se comentários e memes: o humorista Marcelo Adnet imitou o ministro, postando uma foto com o calendário aberto em junho. ""Vim do futuro. Posso provar!"", ironizou.",04/04/2019 19:00:00
247 -,https://www.brasil247.com/pt/247/brasil/389217/Brasil-diz-%C3%A0-ONU-que-n%C3%A3o-houve-golpe-em-1964.htm,"
, O governo de Jair Bolsonaro enviou um telegrama à Organização das Nações Unidas (ONU) onde afirma que ""não houve golpe de Estado"" em 31 de março de 1964 e que os 21 anos de ditadura militar visavam “afastar a crescente ameaça de uma tomada comunista do Brasil e garantir a preservação das instituições nacionais, no contexto da Guerra Fria"".,O telegrama foi uma resposta do governo brasileiro às críticas do relator especial da ONU sobre Promoção da Verdade, Justiça, Reparação e Garantias de Não Repetição, Fabian Salvioli, que na semana passada qualificou a decisão de Bolsonaro determinando que a data fosse comemorada como “imoral e inadmissível”.,De acordo com reportagem da ,, o governo brasileiro considerou as críticas de Salvioli como sendo algo ""sem fundamento"" e que ele ""deve respeitar os processos nacionais e procedimentos internos em suas deliberações"". Ainda segundo a mensagem do Itamaraty, o ""governo defende o direito à liberdade de expressão e de pensamento e saúda o debate público sobre os eventos ocorridos no período 1964-1985 no Brasil"" e que o “os anos 1960-70 foram um período de intensa mobilização de organizações terroristas de esquerda no Brasil e em toda a América Latina"" e que a derrubada do então presidente João Goulart contou com o apoio da ""maioria da população”.,“Neste contexto, o presidente Bolsonaro está convencido da importância de colocar em perspectiva a data de 31 de março de 1964"", diz outro trecho do telegrama segundo a reportagem da BBC. ""O presidente reafirmou em várias ocasiões que não houve um golpe de Estado, mas um movimento político legítimo que contou com o apoio do Congresso e do Judiciário, bem como a maioria da população. As principais agências de notícias nacionais da época pediram uma intervenção militar para enfrentar a ameaça crescente da agitação comunista no país”, completa o texto.,Na sexta-feira da semana passada, Salvioli divulgou um comunicado onde afirmava que ""tentativas de revisar a história e justificar ou relevar graves violações de direitos humanos do passado devem ser claramente rejeitadas por todas as autoridades e pela sociedade como um todo"". Ainda segundo ele, “um regime que trouxe tamanho sofrimento à população brasileira é imoral e inadmissível em uma sociedade baseada no Estado de Direito. As autoridades têm a obrigação de garantir que tais crimes horrendos nunca sejam esquecidos, distorcidos ou deixados impunes”., ",brasil,"
Brasil diz à ONU que não houve golpe em 1964
","Mais uma vergonha para o Brasil; governo de Jair Bolsonaro enviou telegrama à Organização das Nações Unidas afirmando que ""não houve golpe de Estado"" em 31 de março de 1964 e que os 21 anos de governos militares foram necessários ""para afastar a crescente ameaça de uma tomada comunista do Brasil e garantir a preservação das instituições nacionais, no contexto da Guerra Fria""; telegrama foi uma resposta do às declarações do relator especial da ONU Fabian Salvioli, que qualificou as comemorações dos 55 anos do Golpe Militar como “imoral e inadmissível”",04/04/2019 16:04:00
247 -,https://www.brasil247.com/pt/247/brasil/389227/Hitler-gargalhava-quando-o-nazismo-era-confundido-com-a-esquerda.htm,"
, Adolf Hitler e seus seguidores gargalhavam quando eram confundidos com os ""vermelhos"", com quem disputaram na porrada o poder durante os turbulentos anos que antecederam o início do Terceiro Reich. Reportagem do The Intercept, evidencia que as afirmações de que o nazismo ""é de esquerda"", feitas pelo presidente Jair Bolsonaro, seu ministro das Relações Exteriores Ernesto Araújo, e o guru do bolsonarismo Olavo de Carvalho, provocaram gargalhadas dos nazistas,""Quem conta é o próprio Hitler, em ""Minha Luta"", o misto de autobiografia e manifesto de ódio lançado em 1925 no qual a ideologia nazista foi consolidada"", destaca o site, citando o capítulo intitulado “A Luta com os Vermelhos”, em que Hitler narra como seu partido era muitas vezes confundido com o do seus inimigos da esquerda, principalmente pelos “burgueses comuns”.,No livro, Hitler relata que os burgueses “ficavam muito chocados por nós termos também recorrido à simbólica cor vermelha do bolchevismo”.,""Quantas boas gargalhadas demos à custa desses idiotas e poltrões burgueses, nas suas tentativas de decifrarem o enigma da nossa origem, nossas intenções e nossa finalidade! A cor vermelha de nossos cartazes foi por nós escolhida, após reflexão exata e profunda, com o fito de excitar a esquerda, de revoltá-la e induzi-la a frequentar nossas assembleias; isso tudo nem que fosse só para nos permitir entrar em contato e falar com essa gente"", escreveu Hitler.,Confira a íntegra da reportagem no ,.",brasil,"
Hitler gargalhava quando o nazismo era confundido com a esquerda
","""O que Adolf Hitler diria do disparate de que o nazismo ""é de esquerda"", como afirmam o presidente Jair Bolsonaro, o ministro das Relações Exteriores Ernesto Araújo, e o guru do bolsonarismo Olavo de Carvalho? Ele provavelmente iria rir alto"", aponta o site The Intercept, citando trechos da autobiografia de Hitler, ""Minha Luta"", lançada em 1925",04/04/2019 17:39:00
